return_id,order_id,order_item_id,customer_id,product_id,seller_id,return_date,days_after_delivery,return_type,return_reason,return_channel,return_status,refund_status,refund_amount,reverse_shipping_cost,pickup_status,pickup_date,quality_check_status,return_condition,replacement_requested,replacement_status
2490,17791,35618,4613,2398,469,2025-08-17,25,Refund,Quality Issue,Website,Picked Up,Processing,5846.78,73.3,Scheduled,2025-08-18,Pending,Damaged,False,Not Applicable
2491,17793,35623,6305,1938,378,2025-08-01,12,Refund,Damaged Product,Website,Approved,Processing,2909.46,34.49,Pending,,Pending,Damaged,False,Not Applicable
2492,17799,35633,9709,264,54,2025-08-10,21,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,68.93,Completed,2025-08-11,Passed,Opened,True,Completed
2493,17805,35644,2253,1141,228,2025-07-30,14,Refund,Quality Issue,Customer Support,Completed,Completed,37037.88,119.82,Completed,2025-08-02,Passed,Damaged,False,Not Applicable
2494,17814,35667,8204,2092,412,2025-07-23,6,Refund,Product Not As Expected,Mobile App,Approved,Pending,3996.54,51.93,Scheduled,2025-07-24,Pending,Damaged,False,Not Applicable
2495,17821,35679,4177,2472,485,2025-07-30,11,Refund,Changed Mind,Mobile App,Completed,Completed,3119.99,167.44,Completed,2025-08-01,Passed,Used,False,Not Applicable
2496,17823,35683,4396,664,133,2025-08-04,14,Refund,Changed Mind,Website,Approved,Processing,47905.81,90.74,Pending,,Pending,Used,False,Not Applicable
2497,17824,35684,4796,667,134,2025-08-02,14,Replacement,Late Delivery,Customer Support,Picked Up,Not Applicable,0.0,109.01,Completed,2025-08-04,Failed,Damaged,True,Cancelled
2498,17832,35696,1559,1144,228,2025-08-09,20,Refund,Changed Mind,Website,Approved,Pending,32264.06,138.21,Scheduled,2025-08-10,Pending,Used,False,Not Applicable
2499,17841,35710,5369,511,104,2025-07-30,7,Refund,Late Delivery,Mobile App,Picked Up,Pending,11838.69,147.44,Completed,2025-08-01,Failed,Damaged,False,Not Applicable
2500,17843,35713,5766,79,15,2025-08-17,27,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Processing,1169.84,142.38,Scheduled,2025-08-20,Pending,Damaged,False,Not Applicable
2501,17853,35731,8933,74,14,2025-08-06,16,Refund,Late Delivery,Website,Rejected,Not Applicable,0.0,165.56,Failed,,Pending,Opened,False,Not Applicable
2502,17866,35757,3649,637,129,2025-07-25,6,Replacement,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,61.37,Scheduled,2025-07-26,Pending,Unused,True,Processing
2503,17866,35758,3649,752,151,2025-07-29,10,Refund,Quality Issue,Website,Picked Up,Processing,335.35,135.89,Scheduled,2025-08-01,Pending,Damaged,False,Not Applicable
2504,17867,35760,3899,1898,370,2025-07-27,3,Exchange,Late Delivery,Mobile App,Completed,Not Applicable,0.0,111.91,Completed,2025-07-29,Passed,Used,True,Processing
2505,17869,35765,4429,1914,373,2025-07-22,1,Replacement,Damaged Product,Website,Approved,Not Applicable,0.0,142.08,Pending,,Pending,Damaged,True,Cancelled
2506,17872,35769,6737,561,113,2025-08-15,24,Exchange,Product Not As Expected,Mobile App,Approved,Not Applicable,0.0,165.93,Scheduled,2025-08-17,Pending,Damaged,True,Requested
2507,17874,35774,9104,2280,447,2025-08-18,23,Exchange,Changed Mind,Website,Completed,Not Applicable,0.0,141.37,Completed,2025-08-21,Passed,Opened,True,Requested
2508,17879,35784,1705,1137,227,2025-08-18,26,Refund,Late Delivery,Website,Completed,Completed,6861.62,52.19,Completed,2025-08-19,Passed,Opened,False,Not Applicable
2509,17908,35840,4954,942,188,2025-08-17,24,Replacement,Quality Issue,Mobile App,Rejected,Not Applicable,0.0,121.04,Failed,,Pending,Unused,True,Completed
2510,17914,35851,6220,425,86,2025-08-07,18,Refund,Product Not As Expected,Website,Completed,Completed,11115.53,168.94,Completed,2025-08-10,Passed,Damaged,False,Not Applicable
2511,17920,35867,7939,1305,260,2025-08-15,24,Refund,Damaged Product,Mobile App,Completed,Completed,1514.87,81.68,Completed,2025-08-16,Passed,Damaged,False,Not Applicable
2512,17925,35877,9021,388,77,2025-07-30,2,Refund,Wrong Product,Website,Completed,Processing,22316.63,105.9,Completed,2025-08-02,Pending,Unused,False,Not Applicable
2513,17931,35888,3321,1872,364,2025-08-04,10,Refund,Late Delivery,Website,Completed,Completed,3193.37,87.98,Completed,2025-08-06,Passed,Opened,False,Not Applicable
2514,17937,35900,5452,1661,327,2025-08-03,6,Replacement,Changed Mind,Mobile App,Requested,Not Applicable,0.0,65.81,Scheduled,2025-08-04,Pending,Unused,True,Processing
2515,17963,35953,2896,866,173,2025-08-26,29,Replacement,Wrong Product,Website,Completed,Not Applicable,0.0,65.43,Completed,2025-08-27,Passed,Used,True,Completed
2516,17963,35954,2896,1102,221,2025-08-25,28,Refund,Quality Issue,Customer Support,Completed,Completed,18391.46,121.84,Completed,2025-08-26,Passed,Used,False,Not Applicable
2517,17975,35977,711,1679,331,2025-08-16,18,Refund,Product Not As Expected,Mobile App,Approved,Processing,78621.78,119.11,Pending,,Pending,Damaged,False,Not Applicable
2518,17975,35978,711,2491,489,2025-08-26,28,Refund,Quality Issue,Mobile App,Completed,Pending,38623.65,68.25,Completed,2025-08-27,Passed,Unused,False,Not Applicable
2519,17980,35987,2509,215,43,2025-08-12,15,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,146.31,Completed,2025-08-15,Pending,Unused,True,Processing
2520,17992,36014,6693,1453,288,2025-08-06,5,Refund,Product Not As Expected,Mobile App,Approved,Pending,2067.64,35.75,Pending,,Pending,Used,False,Not Applicable
2521,17992,36015,6693,2075,409,2025-08-06,5,Refund,Quality Issue,Mobile App,Rejected,Not Applicable,0.0,85.8,Failed,,Pending,Damaged,False,Not Applicable
2522,18021,36067,5291,802,162,2025-08-09,8,Refund,Size/Fit Issue,Mobile App,Approved,Pending,42166.21,73.91,Scheduled,2025-08-12,Pending,Damaged,False,Not Applicable
2523,18024,36074,7851,51,11,2025-08-19,20,Refund,Wrong Product,Website,Rejected,Not Applicable,0.0,63.31,Failed,,Pending,Unused,False,Not Applicable
2524,18029,36083,665,420,85,2025-08-13,14,Exchange,Wrong Product,Website,Approved,Not Applicable,0.0,61.99,Scheduled,2025-08-14,Pending,Unused,True,Completed
2525,18039,36107,6346,1801,352,2025-08-08,8,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,51.37,Completed,2025-08-10,Passed,Used,True,Completed
2526,18051,36128,1439,1506,297,2025-08-19,20,Refund,Damaged Product,Mobile App,Completed,Completed,37393.12,81.43,Completed,2025-08-20,Passed,Used,False,Not Applicable
2527,18055,36136,3327,1540,304,2025-08-06,4,Refund,Product Not As Expected,Website,Completed,Pending,1385.77,67.97,Completed,2025-08-08,Passed,Unused,False,Not Applicable
2528,18062,36146,6058,1744,341,2025-08-16,19,Refund,Wrong Product,Website,Approved,Pending,10772.25,74.43,Pending,,Pending,Opened,False,Not Applicable
2529,18063,36147,6941,2388,467,2025-08-09,5,Replacement,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,149.45,Completed,2025-08-10,Passed,Damaged,True,Processing
2530,18066,36152,7985,1183,236,2025-08-29,28,Replacement,Product Not As Expected,Mobile App,Pickup Scheduled,Not Applicable,0.0,158.21,Completed,2025-09-01,Passed,Used,True,Requested
2531,18092,36205,2193,2324,456,2025-08-17,11,Refund,Quality Issue,Mobile App,Completed,Completed,1861.96,88.88,Completed,2025-08-20,Failed,Damaged,False,Not Applicable
2532,18095,36209,2885,1720,338,2025-08-09,6,Refund,Changed Mind,Mobile App,Completed,Processing,66593.73,89.02,Completed,2025-08-11,Passed,Damaged,False,Not Applicable
2533,18098,36214,6584,1007,201,2025-08-10,8,Refund,Product Not As Expected,Website,Approved,Pending,2084.04,69.98,Pending,,Pending,Opened,False,Not Applicable
2534,18115,36249,1600,1754,343,2025-08-11,7,Refund,Changed Mind,Mobile App,Picked Up,Pending,2709.81,135.29,Scheduled,2025-08-12,Pending,Unused,False,Not Applicable
2535,18123,36264,4786,1492,294,2025-08-11,9,Refund,Changed Mind,Website,Completed,Completed,1410.43,50.65,Completed,2025-08-13,Passed,Damaged,False,Not Applicable
2536,18126,36270,7103,1659,327,2025-08-21,13,Refund,Product Not As Expected,Website,Requested,Pending,11099.89,125.93,Pending,,Pending,Opened,False,Not Applicable
2537,18142,36304,2988,895,179,2025-08-27,20,Refund,Quality Issue,Mobile App,Completed,Completed,1458.99,157.94,Completed,2025-08-30,Passed,Opened,False,Not Applicable
2538,18151,36318,8593,162,33,2025-08-22,15,Refund,Late Delivery,Mobile App,Completed,Completed,44505.35,139.85,Completed,2025-08-24,Passed,Damaged,False,Not Applicable
2539,18156,36330,145,82,16,2025-09-01,26,Refund,Quality Issue,Mobile App,Pickup Scheduled,Processing,63516.95,173.02,Scheduled,2025-09-04,Pending,Opened,False,Not Applicable
2540,18160,36337,4765,83,16,2025-08-10,3,Refund,Late Delivery,Website,Completed,Pending,50801.22,177.79,Completed,2025-08-13,Passed,Unused,False,Not Applicable
2541,18168,36352,9614,1843,360,2025-09-04,29,Exchange,Damaged Product,Customer Support,Requested,Not Applicable,0.0,156.14,Pending,,Pending,Used,True,Completed
2542,18179,36377,7422,2416,472,2025-08-26,19,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,144.93,Pending,,Pending,Damaged,True,Cancelled
2543,18183,36387,97,891,179,2025-08-29,22,Replacement,Wrong Product,Website,Completed,Not Applicable,0.0,142.91,Completed,2025-08-31,Passed,Opened,True,Requested
2544,18193,36410,4366,1931,377,2025-08-14,8,Replacement,Wrong Product,Mobile App,Approved,Not Applicable,0.0,100.48,Pending,,Pending,Damaged,True,Cancelled
2545,18194,36413,4730,2459,482,2025-08-15,6,Refund,Damaged Product,Website,Completed,Completed,2797.39,50.47,Completed,2025-08-16,Passed,Opened,False,Not Applicable
2546,18196,36416,6395,2281,448,2025-08-19,10,Refund,Quality Issue,Website,Rejected,Not Applicable,0.0,57.89,Failed,,Pending,Damaged,False,Not Applicable
2547,18198,36420,6917,1885,367,2025-08-22,12,Refund,Wrong Product,Website,Completed,Processing,31615.17,79.99,Completed,2025-08-23,Passed,Damaged,False,Not Applicable
2548,18216,36449,5376,1082,216,2025-08-10,4,Refund,Late Delivery,Website,Completed,Completed,312.61,97.92,Completed,2025-08-13,Passed,Used,False,Not Applicable
2549,18223,36460,46,1341,267,2025-08-17,9,Refund,Size/Fit Issue,Website,Requested,Pending,38468.5,111.06,Scheduled,2025-08-19,Pending,Damaged,False,Not Applicable
2550,18227,36469,2825,2197,430,2025-08-28,20,Refund,Product Not As Expected,Website,Completed,Completed,8928.12,79.93,Completed,2025-08-29,Passed,Damaged,False,Not Applicable
2551,18250,36513,3237,9,2,2025-08-15,9,Replacement,Missing Parts,Customer Support,Completed,Not Applicable,0.0,111.96,Completed,2025-08-16,Passed,Damaged,True,Completed
2552,18274,36562,5985,1194,238,2025-09-08,25,Refund,Quality Issue,Mobile App,Pickup Scheduled,Processing,43206.36,70.65,Scheduled,2025-09-10,Pending,Opened,False,Not Applicable
2553,18285,36585,878,1752,343,2025-08-19,5,Refund,Damaged Product,Website,Completed,Pending,4361.44,62.49,Completed,2025-08-22,Passed,Unused,False,Not Applicable
2554,18287,36588,1812,1263,252,2025-08-15,6,Replacement,Product Not As Expected,Mobile App,Approved,Not Applicable,0.0,48.52,Scheduled,2025-08-16,Pending,Used,True,Completed
2555,18296,36604,7608,775,156,2025-08-15,5,Refund,Product Not As Expected,Website,Pickup Scheduled,Processing,527.54,49.99,Completed,2025-08-17,Passed,Unused,False,Not Applicable
2556,18300,36614,8781,2186,428,2025-09-10,27,Refund,Wrong Product,Mobile App,Pickup Scheduled,Pending,30892.92,137.57,Completed,2025-09-12,Passed,Damaged,False,Not Applicable
2557,18303,36619,985,2255,442,2025-09-09,27,Refund,Damaged Product,Mobile App,Approved,Pending,19018.42,124.0,Pending,,Pending,Used,False,Not Applicable
2558,18316,36643,8198,876,175,2025-09-02,19,Refund,Late Delivery,Mobile App,Approved,Processing,1894.16,89.34,Scheduled,2025-09-04,Pending,Unused,False,Not Applicable
2559,18318,36647,9709,392,78,2025-09-01,21,Refund,Quality Issue,Website,Pickup Scheduled,Pending,2547.98,58.1,Scheduled,2025-09-04,Pending,Unused,False,Not Applicable
2560,18319,36648,917,109,21,2025-09-09,25,Refund,Damaged Product,Website,Picked Up,Pending,112592.02,61.02,Completed,2025-09-10,Pending,Opened,False,Not Applicable
2561,18320,36652,965,1555,308,2025-08-17,5,Refund,Quality Issue,Mobile App,Picked Up,Processing,71203.29,170.49,Scheduled,2025-08-20,Pending,Opened,False,Not Applicable
2562,18328,36669,3638,19,4,2025-09-13,25,Refund,Quality Issue,Mobile App,Approved,Pending,1038.79,43.25,Pending,,Pending,Unused,False,Not Applicable
2563,18333,36677,6687,625,126,2025-09-05,22,Refund,Wrong Product,Mobile App,Pickup Scheduled,Pending,2887.39,104.21,Completed,2025-09-08,Pending,Unused,False,Not Applicable
2564,18339,36684,393,824,165,2025-09-06,20,Replacement,Damaged Product,Website,Pickup Scheduled,Not Applicable,0.0,38.55,Completed,2025-09-07,Passed,Damaged,True,Processing
2565,18339,36685,393,1511,298,2025-09-07,21,Refund,Quality Issue,Mobile App,Completed,Completed,2199.82,96.74,Completed,2025-09-08,Pending,Unused,False,Not Applicable
2566,18346,36697,2446,1503,296,2025-08-25,11,Refund,Missing Parts,Website,Requested,Processing,6876.29,166.83,Pending,,Pending,Unused,False,Not Applicable
2567,18356,36714,8545,1077,216,2025-08-24,10,Refund,Late Delivery,Website,Requested,Pending,773.61,133.17,Pending,,Pending,Unused,False,Not Applicable
2568,18358,36717,456,2496,490,2025-09-09,25,Refund,Late Delivery,Mobile App,Approved,Pending,7816.39,134.62,Pending,,Pending,Damaged,False,Not Applicable
2569,18383,36760,6465,1287,257,2025-09-02,13,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,67.84,Completed,2025-09-04,Passed,Opened,True,Cancelled
2570,18391,36776,2450,1769,346,2025-09-09,25,Refund,Missing Parts,Mobile App,Completed,Completed,10375.0,101.3,Completed,2025-09-10,Passed,Used,False,Not Applicable
2571,18391,36777,2450,2512,493,2025-09-08,24,Refund,Quality Issue,Mobile App,Approved,Pending,14119.27,53.25,Scheduled,2025-09-10,Pending,Damaged,False,Not Applicable
2572,18392,36778,2720,421,85,2025-08-31,13,Refund,Changed Mind,Mobile App,Pickup Scheduled,Pending,1336.98,163.98,Completed,2025-09-01,Passed,Damaged,False,Not Applicable
2573,18393,36780,3074,637,129,2025-09-15,30,Refund,Wrong Product,Website,Completed,Completed,8374.58,99.33,Completed,2025-09-17,Passed,Opened,False,Not Applicable
2574,18426,36832,7989,1223,243,2025-09-10,23,Refund,Product Not As Expected,Mobile App,Approved,Pending,4099.85,166.94,Pending,,Pending,Used,False,Not Applicable
2575,18432,36843,1107,1378,274,2025-08-29,13,Replacement,Wrong Product,Customer Support,Approved,Not Applicable,0.0,124.34,Scheduled,2025-08-31,Pending,Damaged,True,Processing
2576,18435,36852,1617,859,171,2025-08-29,9,Refund,Size/Fit Issue,Website,Completed,Completed,19947.33,31.16,Completed,2025-08-31,Passed,Damaged,False,Not Applicable
2577,18441,36863,3626,2385,467,2025-09-04,12,Replacement,Size/Fit Issue,Mobile App,Completed,Not Applicable,0.0,133.43,Completed,2025-09-06,Passed,Used,True,Cancelled
2578,18451,36882,9300,165,33,2025-08-25,9,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,31.9,Completed,2025-08-26,Passed,Damaged,True,Cancelled
2579,18451,36884,9300,1571,310,2025-08-27,11,Refund,Damaged Product,Website,Completed,Completed,2327.08,54.46,Completed,2025-08-30,Pending,Opened,False,Not Applicable
2580,18453,36887,921,1956,381,2025-08-28,4,Refund,Changed Mind,Mobile App,Picked Up,Pending,1305.23,108.7,Scheduled,2025-08-31,Pending,Opened,False,Not Applicable
2581,18474,36931,7391,748,150,2025-09-17,25,Refund,Late Delivery,Website,Pickup Scheduled,Processing,23776.27,76.11,Scheduled,2025-09-20,Pending,Damaged,False,Not Applicable
2582,18474,36932,7391,2226,435,2025-09-07,15,Refund,Product Not As Expected,Mobile App,Completed,Completed,8039.74,131.41,Completed,2025-09-08,Passed,Opened,False,Not Applicable
2583,18504,36989,9952,1445,287,2025-09-10,21,Refund,Product Not As Expected,Website,Picked Up,Pending,182044.39,48.77,Completed,2025-09-12,Pending,Unused,False,Not Applicable
2584,18533,37038,6802,886,177,2025-08-25,4,Replacement,Damaged Product,Mobile App,Completed,Not Applicable,0.0,54.38,Completed,2025-08-27,Passed,Damaged,True,Cancelled
2585,18542,37058,2474,2211,433,2025-09-13,16,Refund,Damaged Product,Mobile App,Completed,Processing,120938.04,117.73,Completed,2025-09-15,Failed,Damaged,False,Not Applicable
2586,18545,37063,2924,502,102,2025-09-13,20,Replacement,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,71.35,Completed,2025-09-16,Passed,Unused,True,Cancelled
2587,18545,37064,2924,1080,216,2025-09-15,22,Refund,Changed Mind,Website,Requested,Processing,12250.9,165.7,Scheduled,2025-09-16,Pending,Used,False,Not Applicable
2588,18546,37065,3288,865,172,2025-09-01,9,Refund,Product Not As Expected,Website,Picked Up,Processing,3425.54,159.35,Scheduled,2025-09-02,Pending,Opened,False,Not Applicable
2589,18547,37068,3298,858,171,2025-09-07,13,Exchange,Product Not As Expected,Website,Pickup Scheduled,Not Applicable,0.0,125.78,Completed,2025-09-10,Pending,Used,True,Processing
2590,18549,37071,3353,357,70,2025-09-24,30,Refund,Product Not As Expected,Mobile App,Approved,Processing,14776.2,168.66,Pending,,Pending,Unused,False,Not Applicable
2591,18549,37072,3353,1210,241,2025-09-21,27,Replacement,Changed Mind,Website,Pickup Scheduled,Not Applicable,0.0,121.59,Scheduled,2025-09-24,Pending,Unused,True,Cancelled
2592,18556,37085,6056,728,146,2025-09-16,24,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,93.29,Completed,2025-09-18,Passed,Unused,True,Processing
2593,18562,37097,7725,960,192,2025-09-21,23,Refund,Changed Mind,Website,Completed,Completed,3653.76,163.94,Completed,2025-09-23,Passed,Opened,False,Not Applicable
2594,18563,37099,8508,466,95,2025-09-03,9,Refund,Late Delivery,Mobile App,Completed,Completed,1724.44,114.96,Completed,2025-09-05,Pending,Damaged,False,Not Applicable
2595,18574,37123,6022,1609,319,2025-08-31,7,Refund,Wrong Product,Website,Approved,Pending,1392.94,130.34,Scheduled,2025-09-01,Pending,Damaged,False,Not Applicable
2596,18576,37127,6313,1240,247,2025-09-02,4,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,81.24,Completed,2025-09-05,Pending,Unused,True,Completed
2597,18579,37135,7356,1286,257,2025-09-04,5,Replacement,Late Delivery,Mobile App,Requested,Not Applicable,0.0,101.72,Pending,,Pending,Used,True,Processing
2598,18585,37150,8149,230,46,2025-09-04,8,Exchange,Damaged Product,Mobile App,Picked Up,Not Applicable,0.0,53.94,Completed,2025-09-07,Failed,Damaged,True,Processing
2599,18587,37156,9789,2017,393,2025-09-23,24,Refund,Wrong Product,Website,Completed,Completed,89375.2,37.9,Completed,2025-09-24,Passed,Opened,False,Not Applicable
2600,18592,37162,1530,586,118,2025-09-05,7,Replacement,Wrong Product,Website,Picked Up,Not Applicable,0.0,56.48,Completed,2025-09-08,Passed,Used,True,Processing
2601,18592,37163,1530,1807,353,2025-09-02,4,Replacement,Quality Issue,Mobile App,Approved,Not Applicable,0.0,106.76,Pending,,Pending,Used,True,Requested
2602,18593,37164,2321,114,21,2025-09-18,21,Refund,Product Not As Expected,Customer Support,Pickup Scheduled,Pending,170303.58,174.21,Completed,2025-09-19,Passed,Opened,False,Not Applicable
2603,18596,37170,3374,1102,221,2025-09-24,29,Replacement,Damaged Product,Website,Pickup Scheduled,Not Applicable,0.0,77.39,Completed,2025-09-26,Passed,Used,True,Processing
2604,18596,37171,3374,1186,237,2025-09-19,24,Refund,Product Not As Expected,Website,Completed,Processing,3588.62,141.88,Completed,2025-09-20,Passed,Damaged,False,Not Applicable
2605,18598,37176,3564,629,127,2025-09-25,29,Replacement,Changed Mind,Mobile App,Requested,Not Applicable,0.0,37.68,Pending,,Pending,Opened,True,Cancelled
2606,18602,37184,5375,1370,272,2025-09-02,5,Replacement,Damaged Product,Mobile App,Requested,Not Applicable,0.0,31.99,Pending,,Pending,Unused,True,Processing
2607,18609,37199,9224,893,179,2025-09-09,11,Replacement,Wrong Product,Website,Approved,Not Applicable,0.0,102.26,Pending,,Pending,Opened,True,Requested
2608,18613,37208,629,444,91,2025-10-02,30,Exchange,Quality Issue,Mobile App,Completed,Not Applicable,0.0,141.24,Completed,2025-10-03,Passed,Damaged,True,Requested
2609,18614,37209,714,2121,417,2025-09-24,24,Exchange,Product Not As Expected,Website,Completed,Not Applicable,0.0,140.57,Completed,2025-09-26,Passed,Damaged,True,Cancelled
2610,18632,37246,8875,2489,488,2025-09-15,12,Replacement,Quality Issue,Website,Completed,Not Applicable,0.0,96.56,Completed,2025-09-16,Pending,Opened,True,Requested
2611,18639,37260,2867,2074,409,2025-09-25,24,Refund,Quality Issue,Mobile App,Approved,Processing,279.9,171.9,Scheduled,2025-09-27,Pending,Opened,False,Not Applicable
2612,18643,37269,7355,243,49,2025-09-27,27,Replacement,Product Not As Expected,Customer Support,Requested,Not Applicable,0.0,68.32,Scheduled,2025-09-28,Pending,Unused,True,Cancelled
2613,18651,37284,3820,1800,351,2025-09-05,2,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,142.45,Completed,2025-09-08,Passed,Opened,True,Processing
2614,18652,37287,5068,772,155,2025-09-21,26,Exchange,Changed Mind,Website,Requested,Not Applicable,0.0,70.31,Scheduled,2025-09-22,Pending,Used,True,Processing
2615,18654,37292,5713,1971,384,2025-09-23,23,Exchange,Quality Issue,Website,Completed,Not Applicable,0.0,145.56,Completed,2025-09-25,Failed,Damaged,True,Requested
2616,18687,37370,3518,1880,366,2025-09-05,4,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,168.03,Completed,2025-09-08,Passed,Opened,True,Requested
2617,18688,37371,4342,835,167,2025-08-30,1,Replacement,Product Not As Expected,Website,Rejected,Not Applicable,0.0,129.84,Failed,,Pending,Damaged,True,Processing
2618,18691,37377,4727,429,87,2025-09-21,18,Replacement,Damaged Product,Website,Requested,Not Applicable,0.0,176.41,Pending,,Pending,Damaged,True,Completed
2619,18693,37381,4912,824,165,2025-09-12,12,Replacement,Quality Issue,Mobile App,Requested,Not Applicable,0.0,35.37,Scheduled,2025-09-14,Pending,Opened,True,Completed
2620,18698,37390,6184,296,59,2025-09-13,8,Refund,Quality Issue,Mobile App,Rejected,Not Applicable,0.0,153.23,Failed,,Pending,Opened,False,Not Applicable
2621,18710,37414,1501,344,68,2025-09-15,15,Refund,Damaged Product,Mobile App,Requested,Processing,7633.96,86.55,Pending,,Pending,Used,False,Not Applicable
2622,18711,37417,1555,973,195,2025-09-14,9,Refund,Product Not As Expected,Customer Support,Completed,Completed,1937.9,59.62,Completed,2025-09-17,Passed,Used,False,Not Applicable
2623,18719,37432,4950,268,54,2025-09-09,8,Replacement,Wrong Product,Mobile App,Approved,Not Applicable,0.0,179.63,Scheduled,2025-09-10,Pending,Opened,True,Completed
2624,18720,37436,5754,2150,422,2025-09-06,4,Exchange,Product Not As Expected,Website,Completed,Not Applicable,0.0,43.47,Completed,2025-09-09,Passed,Unused,True,Requested
2625,18727,37449,6966,1631,322,2025-09-06,2,Replacement,Damaged Product,Website,Completed,Not Applicable,0.0,42.16,Completed,2025-09-08,Passed,Damaged,True,Completed
2626,18734,37465,35,560,113,2025-09-28,20,Refund,Size/Fit Issue,Website,Completed,Completed,4706.23,46.18,Completed,2025-09-29,Passed,Damaged,False,Not Applicable
2627,18738,37474,2006,308,61,2025-09-10,10,Exchange,Changed Mind,Mobile App,Rejected,Not Applicable,0.0,87.99,Failed,,Pending,Unused,True,Completed
2628,18748,37491,4395,2318,455,2025-09-08,3,Replacement,Changed Mind,Website,Pickup Scheduled,Not Applicable,0.0,102.41,Completed,2025-09-09,Passed,Used,True,Requested
2629,18750,37495,4569,1719,338,2025-09-10,5,Replacement,Damaged Product,Mobile App,Picked Up,Not Applicable,0.0,107.67,Completed,2025-09-11,Passed,Opened,True,Requested
2630,18762,37517,7322,1307,260,2025-09-27,23,Refund,Wrong Product,Website,Pickup Scheduled,Processing,3752.65,99.95,Scheduled,2025-09-30,Pending,Damaged,False,Not Applicable
2631,18772,37537,9641,2215,433,2025-09-16,8,Refund,Quality Issue,Mobile App,Approved,Processing,46127.45,93.93,Scheduled,2025-09-19,Pending,Unused,False,Not Applicable
2632,18778,37546,2270,1736,340,2025-10-06,28,Replacement,Missing Parts,Website,Picked Up,Not Applicable,0.0,78.96,Completed,2025-10-09,Passed,Unused,True,Requested
2633,18779,37548,2583,272,55,2025-09-25,18,Refund,Late Delivery,Mobile App,Pickup Scheduled,Processing,3716.7,164.55,Completed,2025-09-27,Passed,Used,False,Not Applicable
2634,18784,37556,4376,982,197,2025-10-06,28,Exchange,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,112.26,Scheduled,2025-10-09,Pending,Used,True,Cancelled
2635,18785,37558,5190,1142,228,2025-09-11,4,Replacement,Quality Issue,Customer Support,Approved,Not Applicable,0.0,84.42,Pending,,Pending,Damaged,True,Completed
2636,18788,37568,5568,2512,493,2025-09-27,21,Refund,Changed Mind,Website,Picked Up,Processing,13376.15,48.48,Scheduled,2025-09-28,Pending,Unused,False,Not Applicable
2637,18790,37572,5917,94,18,2025-10-01,21,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,33.09,Completed,2025-10-03,Passed,Used,True,Processing
2638,18796,37585,7895,733,147,2025-09-20,12,Refund,Changed Mind,Customer Support,Approved,Pending,1806.59,120.08,Pending,,Pending,Unused,False,Not Applicable
2639,18798,37591,9222,2263,444,2025-09-17,5,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,62.53,Completed,2025-09-20,Failed,Damaged,True,Requested
2640,18812,37622,4515,1174,235,2025-09-16,6,Refund,Late Delivery,Website,Completed,Processing,3755.08,59.89,Completed,2025-09-18,Pending,Used,False,Not Applicable
2641,18821,37637,7597,2456,481,2025-10-05,27,Exchange,Product Not As Expected,Customer Support,Completed,Not Applicable,0.0,159.8,Completed,2025-10-08,Passed,Damaged,True,Processing
2642,18822,37638,7717,1561,309,2025-09-15,6,Replacement,Wrong Product,Mobile App,Requested,Not Applicable,0.0,39.08,Pending,,Pending,Damaged,True,Cancelled
2643,18825,37644,8751,1994,388,2025-09-16,4,Replacement,Product Not As Expected,Customer Support,Requested,Not Applicable,0.0,75.13,Scheduled,2025-09-19,Pending,Damaged,True,Requested
2644,18831,37653,49,2286,448,2025-09-19,9,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,164.03,Completed,2025-09-20,Pending,Opened,True,Cancelled
2645,18841,37671,3248,617,125,2025-10-08,25,Refund,Wrong Product,Mobile App,Approved,Processing,329.94,104.5,Pending,,Pending,Opened,False,Not Applicable
2646,18843,37676,4149,677,136,2025-09-13,2,Refund,Wrong Product,Customer Support,Completed,Processing,8489.34,150.54,Completed,2025-09-14,Pending,Unused,False,Not Applicable
2647,18845,37679,4595,1044,209,2025-09-22,13,Exchange,Quality Issue,Customer Support,Approved,Not Applicable,0.0,74.75,Scheduled,2025-09-25,Pending,Damaged,True,Completed
2648,18853,37693,6334,963,193,2025-10-04,23,Replacement,Product Not As Expected,Website,Requested,Not Applicable,0.0,94.88,Scheduled,2025-10-07,Pending,Unused,True,Processing
