shipment_id,order_id,courier_partner,delivery_mode,shipment_date,estimated_delivery_date,actual_delivery_date,delivery_status,tracking_number,shipping_cost,shipping_distance_km,warehouse_location,delivery_city,delivery_attempts,delivery_rating,on_time_delivery,delay_reason
19129,19129,Ekart,Standard,20-09-2025 09:00,25-09-2025,24-09-2025,Delivered,TRKWXOY9QTJZP54,129.13,2452,Ahmedabad Warehouse,Hyderabad,1,5,TRUE,
19130,19130,DTDC,Standard,19-09-2025 08:00,24-09-2025,25-09-2025,Delivered,TRK6MNS6NNHDSDQ,230.77,360,Chennai Warehouse,Mumbai,1,5,FALSE,
19131,19131,Blue Dart,Standard,20-09-2025 05:00,27-09-2025,,In Transit,TRKPWRYZZPNQF7P,50.6,769,Hyderabad Warehouse,Lucknow,0,,,
19132,19132,Ekart,Standard,19-09-2025 07:00,25-09-2025,26-09-2025,Delivered,TRKG6E4DGSQ9B06,179.6,2226,Chennai Warehouse,Jaipur,2,5,FALSE,
19133,19133,Ekart,Standard,19-09-2025 08:00,23-09-2025,28-09-2025,Delayed,TRKEFHF7FEEV6TJ,234.76,1027,Kolkata Warehouse,Jaipur,1,2,FALSE,Weather
19134,19134,Delhivery,Standard,20-09-2025 00:00,26-09-2025,25-09-2025,Delivered,TRKEVLTBLGYZ5I2,177.64,56,Chennai Warehouse,Bengaluru,2,5,TRUE,
19135,19135,Ecom Express,Express,20-09-2025 02:00,23-09-2025,23-09-2025,Delivered,TRKNJFZJMFL6RQF,102.28,1463,Bengaluru Warehouse,Jaipur,1,4,TRUE,
19136,19136,Delhivery,Express,21-09-2025 02:00,24-09-2025,23-09-2025,Delivered,TRK71HGEW46Q68P,98.51,1159,Chennai Warehouse,Kolkata,1,5,TRUE,
19137,19137,Blue Dart,Express,19-09-2025 03:00,22-09-2025,23-09-2025,Delivered,TRKAYANVFM0ZF51,198.48,517,Bengaluru Warehouse,Delhi,1,5,FALSE,
19138,19138,Blue Dart,Next Day,21-09-2025 07:00,22-09-2025,23-09-2025,Delivered,TRKDWRHGBXJ7TRR,85.14,720,Delhi Warehouse,Delhi,1,3,FALSE,
19139,19139,Delhivery,Standard,20-09-2025 01:00,24-09-2025,24-09-2025,Delivered,TRKYGYSPT0HPEZG,134.63,2458,Chennai Warehouse,Bengaluru,1,5,TRUE,
19140,19140,Blue Dart,Standard,20-09-2025 05:00,25-09-2025,25-09-2025,Delivered,TRKNZ2L7MT3RIBO,67.72,407,Pune Warehouse,Mumbai,1,5,TRUE,
19141,19141,Blue Dart,Standard,20-09-2025 05:00,25-09-2025,25-09-2025,Delivered,TRKR0T9JOL5LPQ1,211.35,1762,Delhi Warehouse,Kolkata,1,5,TRUE,
19142,19142,Blue Dart,Express,19-09-2025 12:00,21-09-2025,20-09-2025,Delivered,TRK16HJS1KT9TY3,233.92,1538,Pune Warehouse,Jaipur,1,4,TRUE,
19143,19143,DTDC,Standard,20-09-2025 12:00,24-09-2025,23-09-2025,Delivered,TRKOLU8QLKCGV42,57.27,487,Mumbai Warehouse,Bengaluru,1,5,TRUE,
19144,19144,Blue Dart,Express,20-09-2025 08:00,22-09-2025,23-09-2025,Delivered,TRKJSHW78ENFBAF,114.8,1047,Bengaluru Warehouse,Lucknow,1,3,FALSE,
19145,19145,Ekart,Express,22-09-2025 04:00,24-09-2025,25-09-2025,Delivered,TRKU2X7WFI868TV,102.57,960,Chennai Warehouse,Bengaluru,2,5,FALSE,
19146,19146,Blue Dart,Express,20-09-2025 11:00,23-09-2025,,In Transit,TRKJAXEETZG51IZ,240.17,2454,Chennai Warehouse,Pune,0,,,
19147,19147,DTDC,Same Day,21-09-2025 02:00,21-09-2025,21-09-2025,Delivered,TRKGCBARKLYOZV0,219.65,1424,Hyderabad Warehouse,Jaipur,1,5,TRUE,
19148,19148,DTDC,Standard,21-09-2025 07:00,27-09-2025,27-09-2025,Delivered,TRK28UX3M6BBRWQ,105.77,245,Bengaluru Warehouse,Delhi,1,5,TRUE,
19149,19149,Ekart,Standard,22-09-2025 00:00,28-09-2025,27-09-2025,Delivered,TRKZ7WAZKM57WO5,188.25,1589,Chennai Warehouse,Jaipur,1,5,TRUE,
19150,19150,Blue Dart,Express,21-09-2025 09:00,24-09-2025,24-09-2025,Delivered,TRKOPRJEPDMVMQT,133.65,1709,Ahmedabad Warehouse,Chennai,1,4,TRUE,
19151,19151,Ekart,Standard,21-09-2025 08:00,27-09-2025,27-09-2025,Delivered,TRKYDYAUA3JEGJJ,112.88,1347,Chennai Warehouse,Delhi,1,5,TRUE,
19152,19152,Ecom Express,Standard,21-09-2025 11:00,26-09-2025,27-09-2025,Delivered,TRKME8QJ55RVTCN,234.85,1549,Bengaluru Warehouse,Delhi,1,4,FALSE,
19153,19153,DTDC,Next Day,20-09-2025 03:00,21-09-2025,22-09-2025,Delivered,TRKJQ8MEKQ9YHMN,168.84,1406,Pune Warehouse,Jaipur,1,4,FALSE,
19154,19154,Ekart,Standard,21-09-2025 08:00,25-09-2025,25-09-2025,Delivered,TRKJS6HO2JN2JLZ,102.98,966,Hyderabad Warehouse,Kolkata,1,4,TRUE,
19155,19155,Delhivery,Standard,22-09-2025 06:00,26-09-2025,25-09-2025,Delivered,TRKF4608AT1D03A,70.28,1979,Kolkata Warehouse,Jaipur,1,5,TRUE,
19156,19156,Ekart,Same Day,20-09-2025 08:00,20-09-2025,20-09-2025,Delivered,TRKAUXMJ385YY9N,174.13,1487,Mumbai Warehouse,Hyderabad,1,5,TRUE,
19157,19157,Ekart,Standard,22-09-2025 12:00,27-09-2025,27-09-2025,Delivered,TRKCYD4061O50IC,86.11,1456,Chennai Warehouse,Delhi,1,3,TRUE,
19158,19158,Ecom Express,Same Day,22-09-2025 03:00,22-09-2025,23-09-2025,Delivered,TRK8SAICRIQIXKF,107.41,1821,Pune Warehouse,Kolkata,1,5,FALSE,
19159,19159,Blue Dart,Standard,22-09-2025 03:00,28-09-2025,,In Transit,TRKA01ZZZL7SLOR,164.16,1223,Ahmedabad Warehouse,Pune,0,,,
19160,19160,Ekart,Standard,22-09-2025 09:00,26-09-2025,27-09-2025,Delivered,TRKJYHYPAS1CT22,183.13,1696,Pune Warehouse,Delhi,2,5,FALSE,
19161,19161,Delhivery,Standard,21-09-2025 12:00,27-09-2025,28-09-2025,Delivered,TRKCOUUCJL8KF41,57.02,408,Pune Warehouse,Jaipur,1,5,FALSE,
19162,19162,Ecom Express,Standard,20-09-2025 07:00,25-09-2025,24-09-2025,Delivered,TRKHLVSISY8R0KI,47.61,1464,Pune Warehouse,Lucknow,1,3,TRUE,
19163,19163,DTDC,Standard,22-09-2025 07:00,29-09-2025,28-09-2025,Delivered,TRKLNVZ2GAX758R,81.3,164,Hyderabad Warehouse,Pune,1,5,TRUE,
19164,19164,XpressBees,Next Day,21-09-2025 05:00,22-09-2025,23-09-2025,Delivered,TRKRES2EJPEYZ2Z,215.43,1383,Delhi Warehouse,Jaipur,1,5,FALSE,
19165,19165,Ecom Express,Standard,21-09-2025 12:00,28-09-2025,28-09-2025,Delivered,TRKAXLUC9G19GQK,230.01,2417,Bengaluru Warehouse,Delhi,1,4,TRUE,
19166,19166,Blue Dart,Next Day,22-09-2025 07:00,23-09-2025,23-09-2025,Delivered,TRKTJZ2GQEGNAMP,88.34,2287,Ahmedabad Warehouse,Pune,1,5,TRUE,
19167,19167,Blue Dart,Same Day,21-09-2025 12:00,21-09-2025,21-09-2025,Delivered,TRKXFLEM4937H1Q,81.82,374,Kolkata Warehouse,Chennai,1,5,TRUE,
19168,19168,Delhivery,Standard,23-09-2025 12:00,30-09-2025,30-09-2025,Delivered,TRKOVTJXRO194W4,218.02,2071,Mumbai Warehouse,Ahmedabad,1,5,TRUE,
19169,19169,Delhivery,Standard,22-09-2025 12:00,27-09-2025,27-09-2025,Delivered,TRKP89N6QQPDZXJ,230.37,992,Pune Warehouse,Hyderabad,1,5,TRUE,
19170,19170,Delhivery,Standard,21-09-2025 05:00,28-09-2025,28-09-2025,Delivered,TRKS32V948GTTMZ,177.72,2296,Pune Warehouse,Lucknow,1,4,TRUE,
19171,19171,Blue Dart,Standard,21-09-2025 01:00,25-09-2025,24-09-2025,Delivered,TRK9AUN638LLI6Q,56.68,675,Bengaluru Warehouse,Delhi,2,5,TRUE,
19172,19172,Blue Dart,Standard,22-09-2025 09:00,26-09-2025,28-09-2025,Delayed,TRKALZ9XHUKH2EJ,239.84,2094,Chennai Warehouse,Pune,2,3,FALSE,Courier Issue
19173,19173,XpressBees,Express,22-09-2025 12:00,25-09-2025,26-09-2025,Delivered,TRKKX3XP1EL4FFQ,89.09,2004,Pune Warehouse,Chennai,1,5,FALSE,
19174,19174,DTDC,Express,23-09-2025 05:00,25-09-2025,26-09-2025,Delivered,TRKG4T8JMS6TENZ,236.88,1442,Bengaluru Warehouse,Kolkata,1,3,FALSE,
19175,19175,DTDC,Standard,22-09-2025 07:00,29-09-2025,29-09-2025,Delivered,TRKERXHEKBCH7YQ,111.73,1897,Mumbai Warehouse,Chennai,2,4,TRUE,
19176,19176,Delhivery,Express,21-09-2025 12:00,23-09-2025,22-09-2025,Delivered,TRKVYAVW13XSIOM,156.01,587,Delhi Warehouse,Bengaluru,2,5,TRUE,
19177,19177,DTDC,Standard,22-09-2025 00:00,26-09-2025,26-09-2025,Delivered,TRKRG09JSA0YUBD,177.52,927,Ahmedabad Warehouse,Hyderabad,2,5,TRUE,
19178,19178,DTDC,Express,22-09-2025 06:00,25-09-2025,24-09-2025,Delivered,TRK8RQ3K1F2ZEHT,155.08,952,Delhi Warehouse,Bengaluru,1,5,TRUE,
19179,19179,DTDC,Next Day,21-09-2025 00:00,22-09-2025,23-09-2025,Delivered,TRKPXLIONRCAM33,203.25,1056,Chennai Warehouse,Lucknow,1,5,FALSE,
19180,19180,Ecom Express,Standard,21-09-2025 01:00,26-09-2025,27-09-2025,Delivered,TRKPM5CJ8GEK44K,191.11,485,Pune Warehouse,Kolkata,1,5,FALSE,
19181,19181,Ekart,Express,24-09-2025 01:00,27-09-2025,27-09-2025,Delivered,TRKJO3MOVOUCZRX,131.94,300,Delhi Warehouse,Mumbai,1,5,TRUE,
19182,19182,Blue Dart,Express,23-09-2025 02:00,26-09-2025,26-09-2025,Delivered,TRKG6WSYSP1M5UE,113.95,2154,Delhi Warehouse,Mumbai,1,5,TRUE,
19183,19183,Blue Dart,Standard,22-09-2025 09:00,27-09-2025,26-09-2025,Delivered,TRK7ZG97596A2PV,129.49,1443,Bengaluru Warehouse,Kolkata,1,5,TRUE,
19184,19184,Ekart,Express,23-09-2025 01:00,25-09-2025,28-09-2025,Delayed,TRKH42X6ZUJA78E,237.26,128,Hyderabad Warehouse,Delhi,1,4,FALSE,Customer Unavailable
19185,19185,DTDC,Standard,23-09-2025 07:00,29-09-2025,29-09-2025,Delivered,TRKRY0WWNSDGDY2,63.1,2121,Kolkata Warehouse,Delhi,1,5,TRUE,
19186,19186,Blue Dart,Standard,23-09-2025 02:00,30-09-2025,30-09-2025,Delivered,TRKBER81IYNXPRW,173.41,2305,Chennai Warehouse,Kolkata,1,5,TRUE,
19187,19187,XpressBees,Standard,22-09-2025 12:00,27-09-2025,27-09-2025,Delivered,TRKFF6DBHDLP8UH,230.47,1397,Ahmedabad Warehouse,Bengaluru,1,5,TRUE,
19188,19188,Ekart,Standard,24-09-2025 10:00,01-10-2025,06-10-2025,Delayed,TRK3U7QX2P99WBA,99.6,323,Bengaluru Warehouse,Pune,2,4,FALSE,Customer Unavailable
19189,19189,DTDC,Standard,23-09-2025 00:00,30-09-2025,30-09-2025,Delivered,TRK7GHCGZ64I8DS,48.35,1662,Pune Warehouse,Jaipur,1,5,TRUE,
19190,19190,Ekart,Standard,23-09-2025 10:00,29-09-2025,28-09-2025,Delivered,TRK81KZFAYC1R9N,191.25,1103,Delhi Warehouse,Jaipur,1,2,TRUE,
19191,19191,Ecom Express,Express,22-09-2025 05:00,25-09-2025,25-09-2025,Delivered,TRKZ9O876M7NWBL,176.49,2260,Ahmedabad Warehouse,Jaipur,1,3,TRUE,
19192,19192,Blue Dart,Standard,23-09-2025 02:00,28-09-2025,27-09-2025,Delivered,TRK8ZN05JRBALFB,61.15,2307,Mumbai Warehouse,Ahmedabad,1,5,TRUE,
19193,19193,XpressBees,Standard,24-09-2025 12:00,28-09-2025,28-09-2025,Delivered,TRKLG1HSSKXDIRS,125.77,2415,Kolkata Warehouse,Bengaluru,1,3,TRUE,
19194,19194,Delhivery,Standard,24-09-2025 06:00,01-10-2025,01-10-2025,Delivered,TRKASLRCT7SS79M,47.95,1204,Hyderabad Warehouse,Mumbai,1,5,TRUE,
19195,19195,Ekart,Standard,25-09-2025 02:00,02-10-2025,02-10-2025,Delivered,TRKBQBKEUDT32WD,97.62,1740,Delhi Warehouse,Delhi,1,5,TRUE,
19196,19196,XpressBees,Standard,24-09-2025 02:00,29-09-2025,29-09-2025,Delivered,TRKLOZ8WJ92903E,135.87,448,Pune Warehouse,Mumbai,1,3,TRUE,
19197,19197,DTDC,Next Day,24-09-2025 00:00,25-09-2025,25-09-2025,Delivered,TRKXJVJDQRH67UW,82.93,1498,Mumbai Warehouse,Kolkata,1,3,TRUE,
19198,19198,Delhivery,Next Day,23-09-2025 00:00,24-09-2025,24-09-2025,Delivered,TRK1T6J83FXVT7T,73.52,1077,Kolkata Warehouse,Delhi,1,3,TRUE,
19199,19199,Delhivery,Standard,23-09-2025 05:00,28-09-2025,28-09-2025,Delivered,TRKFHXZVS2M01ZP,234.34,1739,Hyderabad Warehouse,Ahmedabad,1,5,TRUE,
19200,19200,Ekart,Standard,24-09-2025 05:00,01-10-2025,30-09-2025,Delivered,TRK0Q1GOG8XQ5IV,172.66,981,Mumbai Warehouse,Chennai,1,5,TRUE,
19201,19201,XpressBees,Standard,24-09-2025 09:00,01-10-2025,01-10-2025,Delivered,TRK6W9UFU0MOYBX,55.77,1783,Pune Warehouse,Ahmedabad,1,5,TRUE,
19202,19202,DTDC,Express,24-09-2025 04:00,26-09-2025,,In Transit,TRK2207BFMQS5SG,242.78,1855,Chennai Warehouse,Lucknow,0,,,
19203,19203,Ekart,Standard,25-09-2025 06:00,01-10-2025,01-10-2025,Delivered,TRKFVKAQE26YYEH,140.96,738,Kolkata Warehouse,Bengaluru,1,5,TRUE,
19204,19204,Blue Dart,Standard,25-09-2025 08:00,30-09-2025,29-09-2025,Delivered,TRKZOO3G2J7053F,148.05,1510,Delhi Warehouse,Delhi,1,5,TRUE,
19205,19205,DTDC,Standard,25-09-2025 00:00,02-10-2025,04-10-2025,Returned,TRKXJX1GB657BOH,56.25,403,Chennai Warehouse,Bengaluru,2,3,,
19206,19206,Ekart,Standard,25-09-2025 07:00,02-10-2025,04-10-2025,Delayed,TRKBFMN80TEA56H,168.91,1558,Ahmedabad Warehouse,Lucknow,2,2,FALSE,Traffic
19207,19207,DTDC,Standard,26-09-2025 09:00,01-10-2025,02-10-2025,Returned,TRK6AKEV1Q9UW35,57.77,2213,Delhi Warehouse,Chennai,1,3,,
19208,19208,Ecom Express,Express,25-09-2025 07:00,28-09-2025,27-09-2025,Delivered,TRKB0HNSP2X2RV6,76.93,2160,Bengaluru Warehouse,Chennai,1,5,TRUE,
19209,19209,Delhivery,Standard,25-09-2025 05:00,30-09-2025,30-09-2025,Delivered,TRK8AB8RGX12M4A,192.24,1641,Hyderabad Warehouse,Hyderabad,1,3,TRUE,
19210,19210,Ecom Express,Standard,25-09-2025 00:00,29-09-2025,29-09-2025,Delivered,TRK91MIQIYSY9FY,221.89,2447,Mumbai Warehouse,Lucknow,1,5,TRUE,
19211,19211,DTDC,Express,26-09-2025 02:00,29-09-2025,28-09-2025,Delivered,TRKFCKYH73EU8I3,58.45,643,Delhi Warehouse,Hyderabad,1,4,TRUE,
19212,19212,Ekart,Express,25-09-2025 07:00,28-09-2025,28-09-2025,Delivered,TRKE4BBUOYLQB6W,159.77,1563,Delhi Warehouse,Mumbai,1,3,TRUE,
19213,19213,XpressBees,Standard,25-09-2025 06:00,01-10-2025,02-10-2025,Delivered,TRK2QKSU14FIJUI,134.07,578,Hyderabad Warehouse,Mumbai,1,3,FALSE,
19214,19214,Ecom Express,Standard,25-09-2025 02:00,29-09-2025,29-09-2025,Delivered,TRKL5UBWMF1Z4DZ,129.06,968,Ahmedabad Warehouse,Kolkata,1,5,TRUE,
19215,19215,Delhivery,Standard,24-09-2025 04:00,29-09-2025,29-09-2025,Delivered,TRK88UVDYCKUD8J,55.76,2119,Mumbai Warehouse,Bengaluru,1,5,TRUE,
19216,19216,Ecom Express,Express,24-09-2025 10:00,26-09-2025,27-09-2025,Delivered,TRKI164XRAIT60U,63.55,2427,Ahmedabad Warehouse,Kolkata,2,4,FALSE,
19217,19217,DTDC,Standard,26-09-2025 08:00,30-09-2025,01-10-2025,Delivered,TRKO9XJ2KHBW8G2,223.55,731,Delhi Warehouse,Jaipur,1,3,FALSE,
19218,19218,Blue Dart,Standard,24-09-2025 08:00,01-10-2025,02-10-2025,Delivered,TRKLW1NFBA08D34,76.01,1483,Hyderabad Warehouse,Jaipur,1,5,FALSE,
19219,19219,Ecom Express,Standard,25-09-2025 00:00,29-09-2025,28-09-2025,Delivered,TRKDUR7G26RQ7RG,59,895,Delhi Warehouse,Ahmedabad,1,5,TRUE,
19220,19220,XpressBees,Next Day,25-09-2025 04:00,26-09-2025,25-09-2025,Delivered,TRKG8CGDNDRRS3K,231.14,590,Delhi Warehouse,Mumbai,1,4,TRUE,
19221,19221,DTDC,Express,25-09-2025 02:00,27-09-2025,26-09-2025,Delivered,TRKU5GU62G98827,125.79,1397,Mumbai Warehouse,Chennai,1,3,TRUE,
19222,19222,Blue Dart,Next Day,26-09-2025 09:00,27-09-2025,,In Transit,TRKIF799DLKLKBF,108.56,1712,Pune Warehouse,Lucknow,0,,,
19223,19223,Ecom Express,Standard,25-09-2025 01:00,29-09-2025,29-09-2025,Delivered,TRK1NZZS8DRIUBA,44.83,2428,Kolkata Warehouse,Ahmedabad,1,5,TRUE,
19224,19224,Blue Dart,Standard,26-09-2025 04:00,30-09-2025,01-10-2025,Delivered,TRKN7Q7XFKOCXG2,125.79,2347,Delhi Warehouse,Pune,1,4,FALSE,
19225,19225,Delhivery,Standard,27-09-2025 08:00,03-10-2025,03-10-2025,Delivered,TRKMFVUPMKVHKZV,236.42,715,Chennai Warehouse,Lucknow,1,5,TRUE,
19226,19226,Delhivery,Next Day,25-09-2025 09:00,26-09-2025,26-09-2025,Delivered,TRKT9SUO2LEH5GP,49.55,753,Delhi Warehouse,Mumbai,1,5,TRUE,
19227,19227,Delhivery,Standard,27-09-2025 00:00,01-10-2025,01-10-2025,Delivered,TRKG3DSNUQQMMLA,48.05,162,Bengaluru Warehouse,Bengaluru,1,3,TRUE,
19228,19228,Ecom Express,Standard,27-09-2025 00:00,02-10-2025,01-10-2025,Delivered,TRKIHDVICWLOKNY,41.1,1530,Ahmedabad Warehouse,Kolkata,1,4,TRUE,
19229,19229,XpressBees,Standard,25-09-2025 06:00,02-10-2025,02-10-2025,Delivered,TRKBXY4ZCBNPEM0,150.57,1288,Mumbai Warehouse,Jaipur,1,4,TRUE,
19230,19230,DTDC,Express,25-09-2025 08:00,27-09-2025,27-09-2025,Delivered,TRKHQS7P2ZMG446,171.89,329,Mumbai Warehouse,Lucknow,1,5,TRUE,
19231,19231,Ecom Express,Same Day,26-09-2025 10:00,26-09-2025,26-09-2025,Delivered,TRKKFHDO3EPTKB8,231.37,2232,Chennai Warehouse,Mumbai,1,5,TRUE,
19232,19232,Delhivery,Standard,26-09-2025 05:00,30-09-2025,01-10-2025,Delivered,TRKTRP9HERE1XUA,56.09,990,Delhi Warehouse,Lucknow,1,5,FALSE,
19233,19233,DTDC,Standard,25-09-2025 04:00,02-10-2025,,In Transit,TRKHFLQL197CZEW,142.9,351,Bengaluru Warehouse,Delhi,0,,,
19234,19234,Delhivery,Standard,27-09-2025 10:00,03-10-2025,02-10-2025,Delivered,TRKR57MVKJVE9CX,165.55,2262,Bengaluru Warehouse,Pune,2,4,TRUE,
19235,19235,Blue Dart,Standard,26-09-2025 04:00,30-09-2025,,In Transit,TRKWO8MWA9MVK1S,95.16,2339,Ahmedabad Warehouse,Kolkata,0,,,
19236,19236,Blue Dart,Standard,25-09-2025 10:00,02-10-2025,02-10-2025,Delivered,TRKCP5IG0GK6PMG,60.84,2253,Bengaluru Warehouse,Mumbai,1,4,TRUE,
19237,19237,Blue Dart,Standard,26-09-2025 03:00,02-10-2025,02-10-2025,Delivered,TRKA2TG01DL1HB3,143.21,1251,Kolkata Warehouse,Pune,1,3,TRUE,
19238,19238,XpressBees,Next Day,27-09-2025 05:00,28-09-2025,29-09-2025,Delivered,TRKZRZUSB4TPRVN,207.55,87,Pune Warehouse,Ahmedabad,1,4,FALSE,
19239,19239,DTDC,Standard,25-09-2025 01:00,01-10-2025,30-09-2025,Delivered,TRKDKJJVD8HB3RS,168.68,1699,Bengaluru Warehouse,Bengaluru,1,3,TRUE,
19240,19240,Ekart,Next Day,26-09-2025 01:00,27-09-2025,26-09-2025,Delivered,TRKLHQ9VDI6FEJB,215.13,1243,Delhi Warehouse,Jaipur,1,4,TRUE,
19241,19241,DTDC,Standard,26-09-2025 10:00,01-10-2025,30-09-2025,Delivered,TRKM07YTNGCOOO8,148.86,1148,Delhi Warehouse,Bengaluru,1,4,TRUE,
19242,19242,Delhivery,Standard,27-09-2025 10:00,01-10-2025,02-10-2025,Delivered,TRKN6D02JP2TXGW,134.96,1068,Pune Warehouse,Mumbai,1,5,FALSE,
19243,19243,Ekart,Express,27-09-2025 00:00,30-09-2025,30-09-2025,Delivered,TRK8JCSNMTSFH29,158.14,983,Delhi Warehouse,Lucknow,1,5,TRUE,
19244,19244,Ekart,Next Day,25-09-2025 00:00,26-09-2025,26-09-2025,Delivered,TRKXYLKZGVJ1QUC,186.51,670,Ahmedabad Warehouse,Mumbai,1,5,TRUE,
19245,19245,Delhivery,Next Day,26-09-2025 09:00,27-09-2025,27-09-2025,Delivered,TRKDWA3FQUWA7MA,131.48,1961,Kolkata Warehouse,Mumbai,2,5,TRUE,
19246,19246,XpressBees,Standard,28-09-2025 05:00,02-10-2025,03-10-2025,Delivered,TRK22B1XAOG5XFV,108.91,228,Hyderabad Warehouse,Pune,1,5,FALSE,
19247,19247,Blue Dart,Standard,28-09-2025 01:00,05-10-2025,05-10-2025,Delivered,TRKX8V25OFGKUAC,164.58,2457,Kolkata Warehouse,Chennai,2,5,TRUE,
19248,19248,Blue Dart,Standard,27-09-2025 06:00,04-10-2025,04-10-2025,Delivered,TRK3UDTESZ3SIX2,240.56,1033,Ahmedabad Warehouse,Hyderabad,1,5,TRUE,
19249,19249,Blue Dart,Standard,28-09-2025 08:00,02-10-2025,02-10-2025,Delivered,TRK8XW91HOM1LI2,195.64,1676,Mumbai Warehouse,Pune,1,4,TRUE,
19250,19250,Ekart,Standard,28-09-2025 01:00,02-10-2025,02-10-2025,Delivered,TRK1FK7R7WJZWYJ,222.98,960,Mumbai Warehouse,Pune,1,4,TRUE,
19251,19251,Ekart,Standard,28-09-2025 00:00,04-10-2025,03-10-2025,Delivered,TRKVAB2D4Z7BAP7,135.25,2070,Bengaluru Warehouse,Pune,1,4,TRUE,
19252,19252,Ecom Express,Standard,27-09-2025 03:00,01-10-2025,02-10-2025,Delivered,TRKVG9APQTB7RP7,102.74,1880,Mumbai Warehouse,Jaipur,1,4,FALSE,
19253,19253,Ecom Express,Standard,26-09-2025 10:00,03-10-2025,02-10-2025,Delivered,TRKGZQZQD620C8F,67.66,1405,Mumbai Warehouse,Jaipur,1,2,TRUE,
19254,19254,XpressBees,Standard,28-09-2025 08:00,05-10-2025,06-10-2025,Delivered,TRKPKJF6KQNQ5KZ,209.78,1668,Mumbai Warehouse,Ahmedabad,2,5,FALSE,
19255,19255,Delhivery,Express,26-09-2025 04:00,29-09-2025,30-09-2025,Delivered,TRKBJ14O9HKNBDC,202.93,1590,Pune Warehouse,Kolkata,1,3,FALSE,
19256,19256,Ekart,Standard,28-09-2025 10:00,02-10-2025,02-10-2025,Delivered,TRKQ84QNX00J3FF,77.93,2013,Bengaluru Warehouse,Pune,1,4,TRUE,
19257,19257,Ekart,Standard,26-09-2025 01:00,03-10-2025,03-10-2025,Delivered,TRKD366VZJBPXUB,47.12,713,Hyderabad Warehouse,Jaipur,1,5,TRUE,
19258,19258,Ecom Express,Express,28-09-2025 00:00,01-10-2025,01-10-2025,Delivered,TRK757KI66FOFQQ,163.99,1150,Kolkata Warehouse,Pune,1,5,TRUE,
19259,19259,Blue Dart,Standard,27-09-2025 12:00,04-10-2025,03-10-2025,Delivered,TRK2KY6JBMJ3QQU,164.37,1982,Delhi Warehouse,Bengaluru,1,5,TRUE,
19260,19260,Delhivery,Next Day,28-09-2025 01:00,29-09-2025,29-09-2025,Delivered,TRKZ6Y2RYT6PL9K,96.36,188,Ahmedabad Warehouse,Chennai,1,5,TRUE,
19261,19261,Delhivery,Standard,27-09-2025 02:00,04-10-2025,04-10-2025,Delivered,TRK6CGTG7CKR57O,81.38,2134,Pune Warehouse,Bengaluru,1,5,TRUE,
19262,19262,DTDC,Next Day,29-09-2025 10:00,30-09-2025,30-09-2025,Delivered,TRKZHUSL53PZCEE,75.75,341,Mumbai Warehouse,Delhi,1,5,TRUE,
19263,19263,XpressBees,Express,29-09-2025 00:00,01-10-2025,01-10-2025,Delivered,TRKZQW8GYV7DP7W,64.65,2416,Delhi Warehouse,Lucknow,1,4,TRUE,
19264,19264,Delhivery,Next Day,27-09-2025 03:00,28-09-2025,27-09-2025,Delivered,TRKU1VHOMSHPUU5,187.51,1571,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
19265,19265,Ekart,Standard,28-09-2025 01:00,04-10-2025,05-10-2025,Delivered,TRKAYBH9Y16WDQD,108,1868,Delhi Warehouse,Mumbai,1,5,FALSE,
19266,19266,DTDC,Express,29-09-2025 05:00,01-10-2025,01-10-2025,Delivered,TRKEPZNTNFUHO9U,140.31,1839,Chennai Warehouse,Hyderabad,1,4,TRUE,
19267,19267,DTDC,Standard,29-09-2025 10:00,04-10-2025,05-10-2025,Delivered,TRKITVUAM98TKPU,169.25,2063,Kolkata Warehouse,Lucknow,1,5,FALSE,
19268,19268,Delhivery,Express,28-09-2025 01:00,30-09-2025,30-09-2025,Delivered,TRK0D8UVK39QNOC,112.82,736,Hyderabad Warehouse,Lucknow,1,5,TRUE,
19269,19269,DTDC,Standard,28-09-2025 05:00,04-10-2025,,In Transit,TRKE3D88MUSCUII,118.08,2083,Delhi Warehouse,Chennai,0,,,
19270,19270,Delhivery,Standard,28-09-2025 10:00,04-10-2025,04-10-2025,Delivered,TRKW5OTONM3YLD6,153.48,92,Kolkata Warehouse,Pune,1,5,TRUE,
19271,19271,DTDC,Next Day,27-09-2025 11:00,28-09-2025,29-09-2025,Delivered,TRK0HW0XJG4AZW0,74.74,566,Delhi Warehouse,Chennai,1,4,FALSE,
19272,19272,Delhivery,Standard,28-09-2025 01:00,05-10-2025,05-10-2025,Delivered,TRK49PL2YCM54U1,154.88,957,Delhi Warehouse,Mumbai,1,5,TRUE,
19273,19273,Delhivery,Standard,28-09-2025 04:00,04-10-2025,05-10-2025,Delivered,TRKHMGGU7WIRINW,197.12,233,Ahmedabad Warehouse,Ahmedabad,1,5,FALSE,
19274,19274,Blue Dart,Standard,28-09-2025 01:00,03-10-2025,04-10-2025,Delivered,TRKZQPCOLZ642WK,203.33,2476,Bengaluru Warehouse,Lucknow,2,3,FALSE,
19275,19275,Ekart,Standard,30-09-2025 09:00,07-10-2025,06-10-2025,Delivered,TRKZMYTPHBWW9K8,114.51,1762,Bengaluru Warehouse,Ahmedabad,1,4,TRUE,
